subject,predicate,object,target,relation,novelty
man,put,money,man,location_on,novel
Alaska,pay,woman,office,location_on,novel
shot,hit,somebody,head,location_on,novel
Miller,call,involvement,case,location_on,novel
Mike,rap,knuckle,knuckle,location_on,novel
Amphitrite,discover,message,message,location_on,novel
Robertson,put,price,head,location_on,novel
tablet,bring,news,picture,location_on,novel
motion,turn,concept,head,location_on,novel
Matt,place,hand,head,location_on,novel
Punk,strike,Undertaker,head,location_on,novel
world,fill,hole,hole,location_on,novel
world,fill,hole,hole,location_on,novel
leader,discuss,strategy,case,location_on,novel
Friday,demand,action,case,location_on,novel
conversation,heighten,focus,horse,location_on,novel
Circuit,render,opinion,case,location_on,novel
laptop,run,Outlook,cache,location_on,novel
laptop,run,Outlook,cache,location_on,novel
Sasha,dump,Paige,head,location_on,novel
Court,base,judgment,case,location_on,novel
post,hit,nail,head,location_on,novel
court,hear,argument,case,location_on,novel
court,hear,argument,case,location_on,novel
blogger,use,image,image,location_on,novel
counter,count,day,office,location_on,novel
counter,count,day,office,location_on,novel
Jezebel,hit,nail,head,location_on,novel
Court,issue,verdict,case,location_on,novel
Tilley,hit,nail,head,location_on,novel
demolition,require,presence,site,location_on,novel
course,leave,mark,island,location_on,novel
course,leave,mark,island,location_on,novel
Jews,put,ashe,head,location_on,novel
Harris,keep,saddle,office,location_on,novel
church,represent,Christ,church,location_on,novel
church,represent,Christ,church,location_on,novel
player,guess,card,card,location_on,novel
Lord,put,word,head,location_on,novel
Lord,put,word,head,location_on,novel
Neill,turn,game,head,location_on,novel
value,add,cost,case,location_on,novel
Tsitsikilis,distribute,processing,case,location_on,novel
database,include,section,case,location_on,novel
duty,constitute,misconduct,office,location_on,novel
duty,constitute,misconduct,office,location_on,novel
i,edit,word,picture,location_on,novel
Elders,lie,hand,head,location_on,novel
elder,lie,hand,head,location_on,novel
iZumi,hit,nail,head,location_on,novel
Troy,webifie,vision,site,location_on,novel
man,fire,gun,man,location_on,novel
waitress,set,plate,waitress,location_on,novel
waitress,set,plate,waitress,location_on,novel
staff,check,laptop,site,location_on,novel
Leo,chase,man,man,location_on,novel
bee,make,living,hive,location_on,novel
Cowen,strike,girgenson,head,location_on,novel
Bank,put,content,site,location_on,novel
officer,park,car,sidewalk,location_on,novel
Minister,see,site,site,location_on,novel
Minister,see,site,site,location_on,novel
startup,catch,lightning,bottle,location_on,novel
header,contain,information,picture,location_on,novel
government,take,charge,office,location_on,novel
enlargement,take,place,case,location_on,novel
enlargement,take,place,case,location_on,novel
ICJ,reject,jursidiction,case,location_on,novel
ICJ,reject,jursidiction,case,location_on,novel
Kijiner,describe,life,island,location_on,novel
teammate,rehearse,operation,head,location_on,novel
teammate,rehearse,operation,head,location_on,novel
Longji,roll,memorial,roll,location_on,novel
Ceridian,hit,nail,head,location_on,novel
snack,keep,worker,office,location_on,novel
phone,contain,evidence,case,location_on,novel
book,assist,user,case,location_on,novel
everyone,pack,something,head,location_on,novel
crime,want,prize,head,location_on,novel
user,deposit,fund,site,location_on,novel
Building,post,sign,window,location_on,novel
Shittimwoode,present,Majesty,office,location_on,novel
idea,direct,research,pattern,location_on,novel
idea,direct,research,pattern,location_on,novel
layer,protect,life,layer,location_on,novel
world,turn,theme,head,location_on,novel
Injury,provide,information,head,location_on,novel
soldier,stuff,head,head,location_on,novel
soldier,stuff,head,head,location_on,novel
result,show,deviation,case,location_on,novel
result,show,deviation,case,location_on,novel
detective,find,receipt,receipt,location_on,novel
Police,use,receipt,receipt,location_on,novel
Līce,give,presentation,case,location_on,novel
member,turn,truth,head,location_on,novel
shannonsider,turn,game,head,location_on,novel
Kasai,leave,man,man,location_on,novel
Brandeis,write,dissent,case,location_on,novel
pastor,plant,church,church,location_on,novel
son,find,chain,cupboard,location_on,novel
son,find,chain,cupboard,location_on,novel
hand,load,item,warehouse,location_on,novel
Lucia,wear,candle,head,location_on,novel
Christ,grow,church,church,location_on,novel
player,hit,catcher,head,location_on,novel
Sunlight,post,bill,site,location_on,novel
scientist,discover,layer,layer,location_on,novel
poem,put,thought,head,location_on,novel
campaign,announce,victory,case,location_on,novel
Man,kidnap,witness,case,location_on,novel
man,wear,pumpkin,man,location_on,novel
man,wear,pumpkin,man,location_on,novel
blogstress,invite,everygirl,office,location_on,novel
judge,find,fault,case,location_on,novel
DOJ,oppose,presence,case,location_on,novel
Great,found,city,site,location_on,novel
Great,found,city,site,location_on,novel
company,take,stance,window,location_on,novel
Britain,reinforce,garrison,island,location_on,novel
limitation,take,toll,site,location_on,novel
NGOs,build,shelter,tent,location_on,novel
NGOs,build,shelter,tent,location_on,novel
Abbot,lay,hand,head,location_on,novel
Abbot,lay,hand,head,location_on,novel
Eric,keep,coronet,head,location_on,novel
Gretchen,purchase,property,island,location_on,novel
Raymar,put,hand,window,location_on,novel
Norsemen,destroy,abraum,island,location_on,novel
Vargas,put,head,head,location_on,novel
pole,strike,boy,head,location_on,novel
pole,strike,boy,head,location_on,novel
operator,reach,settlement,case,location_on,novel
operator,reach,settlement,case,location_on,novel
porch,join,guard,hut,location_on,novel
workshop,include,session,case,location_on,novel
research,categorize,datum,pattern,location_on,novel
weapon,open,fire,office,location_on,novel
Calderón,finish,term,office,location_on,novel
person,keep,eye,head,location_on,novel
cyclist,race,train,sidewalk,location_on,novel
specifier,achieve,requirement,site,location_on,novel
specifier,achieve,requirement,site,location_on,novel
moi,open,investigation,case,location_on,novel
moi,open,investigation,case,location_on,novel
someone,put,sign,window,location_on,novel
Kealy,take,knock,head,location_on,novel
God,give,friendship,case,location_on,novel
week,see,digger,site,location_on,novel
Speck,hit,nail,head,location_on,novel
dog,balance,book,head,location_on,novel
dog,balance,book,head,location_on,novel
Malthus,base,supposition,case,location_on,novel
John,boil,water,hut,location_on,novel
politician,pursue,career,hook,location_on,novel
site,use,link,site,location_on,novel
PlaywrightsFoundation,deliver,lightne,bottle,location_on,novel
book,make,debut,window,location_on,novel
book,make,debut,window,location_on,novel
lad,get,picture,picture,location_on,novel
counsel,file,brief,case,location_on,novel
Romney,lead,Obama,head,location_on,novel
Pink,hit,nail,head,location_on,novel
action,prevent,kill,case,location_on,novel
Chomsky,turn,reality,head,location_on,novel
team,turn,sector,head,location_on,novel
Maistre,stand,Robespierre,head,location_on,novel
pad,remove,confusion,case,location_on,novel
pad,remove,confusion,case,location_on,novel
time,hit,nail,head,location_on,novel
official,say,misstep,case,location_on,novel
back,hit,head,head,location_on,novel
back,hit,head,head,location_on,novel
author,report,PCR,case,location_on,novel
author,report,PCR,case,location_on,novel
father,put,bullet,head,location_on,novel
Murano,hear,voice,head,location_on,novel
thug,put,price,head,location_on,novel
thug,put,price,head,location_on,novel
berbatov,hook,ball,hook,location_on,novel
attorney,spend,week,case,location_on,novel
attorney,spend,week,case,location_on,novel
child,find,gun,closet,location_on,novel
nobody,wear,polystyrene,head,location_on,novel
Netherlands,render,judgement,case,location_on,novel
Netherlands,render,judgement,case,location_on,novel
Vilar,turn,logic,head,location_on,novel
case,turn,logic,case,location_on,novel
case,turn,logic,case,location_on,novel
Ibor,represent,child,case,location_on,novel
system,install,cutepdf,window,location_on,novel
system,install,cutepdf,window,location_on,novel
couple,examine,everything,horse,location_on,novel
Brasier,lay,card,card,location_on,novel
employee,take,interest,case,location_on,novel
rest,assure,that,site,location_on,novel
family,file,appeal,case,location_on,novel
family,file,appeal,case,location_on,novel
party,take,deposition,case,location_on,novel
party,take,deposition,case,location_on,novel
blow,hit,man,man,location_on,novel
blow,hit,man,man,location_on,novel
Leimsidor,run,luncheonette,site,location_on,novel
discussion,take,place,site,location_on,novel
Arkin,turn,issue,head,location_on,novel
judge,read,verdict,case,location_on,novel
judge,read,verdict,case,location_on,novel
Schrogie,raise,horse,horse,location_on,novel
judge,deliver,opinion,case,location_on,novel
wheel,hit,guy,head,location_on,novel
importance,transcend,result,case,location_on,novel
Stone,flip,world,head,location_on,novel
kid,ride,bike,sidewalk,location_on,novel
Commons,possess,eminence,case,location_on,novel
Commons,possess,eminence,case,location_on,novel
Levine,hit,fan,head,location_on,novel
ceremony,take,place,hangar,location_on,novel
ceremony,take,place,hangar,location_on,novel
man,make,construction,man,location_on,novel
bitcoin,burn,hole,hole,location_on,novel
court,hold,hearing,case,location_on,novel
court,hold,hearing,case,location_on,novel
consultant,deliver,care,site,location_on,novel
Dzodan,hit,nail,head,location_on,novel
Howard,describe,change,pattern,location_on,novel
Court,see,decline,case,location_on,novel
Court,see,decline,case,location_on,novel
Fleischman,explore,concept,picture,location_on,novel
Exchange,take,part,site,location_on,novel
Nonprofiteer,hit,nail,head,location_on,novel
people,avoid,scam,site,location_on,novel
court,deny,hearing,case,location_on,novel
court,deny,hearing,case,location_on,novel
space,put,money,coffer,location_on,novel
mouse,find,way,island,location_on,novel
function,call,performance,case,location_on,novel
function,call,performance,case,location_on,novel
function,call,performance,case,location_on,novel
function,call,performance,case,location_on,novel
function,call,performance,case,location_on,novel
mom,drill,lesson,head,location_on,novel
mom,drill,lesson,head,location_on,novel
flail,keep,time,barn,location_on,novel
flail,keep,time,barn,location_on,novel
Phuas,post,bail,case,location_on,novel
Phuas,post,bail,case,location_on,novel
family,turn,entry,shrine,location_on,novel
family,turn,entry,shrine,location_on,novel
governor,put,ink,ink,location_on,novel
governor,put,ink,ink,location_on,novel
self,build,house,site,location_on,novel
self,build,house,site,location_on,novel
abuser,position,dog,window,location_on,novel
doctor,say,swelling,head,location_on,novel
doctor,say,swelling,head,location_on,novel
Granddad,butcher,everyone,site,location_on,novel
bottle,hold,fragment,bottle,location_on,novel
Mulder,find,Billy,office,location_on,novel
Reyes,accost,Follmer,office,location_on,novel
orientation,relate,difference,pattern,location_on,novel
Leslie,tighten,grip,head,location_on,novel
island,eat,supper,island,location_on,novel
island,eat,supper,island,location_on,novel
Tate,take,shot,head,location_on,novel
article,hit,nail,head,location_on,novel
article,hit,nail,head,location_on,novel
Ahmadinejad,defend,time,office,location_on,novel
captain,place,hand,head,location_on,novel
judge,make,decision,case,location_on,novel
judge,make,decision,case,location_on,novel
York,issue,decision,case,location_on,novel
Kickstarter,flip,model,head,location_on,novel
work,shed,light,shed,location_on,novel
work,shed,light,shed,location_on,novel
client,plant,seed,head,location_on,novel
client,plant,seed,head,location_on,novel
one,bury,talent,one,location_on,novel
Booth,hit,nail,head,location_on,novel
Horsley,drop,girl,head,location_on,novel
people,put,ashe,head,location_on,novel
Apostles,flip,world,head,location_on,novel
apostle,flip,world,head,location_on,novel
People,cook,meal,sidewalk,location_on,novel
Robinson,terminate,proceeding,case,location_on,novel
Robinson,terminate,proceeding,case,location_on,novel
bang,open,door,head,location_on,novel
refugee,spend,week,tent,location_on,novel
ASBCA,hear,appeal,case,location_on,novel
ASBCA,hear,appeal,case,location_on,novel
daddy,increase,pressure,hole,location_on,novel
democracy,achieve,ascendancy,island,location_on,novel
photographer,capture,week,picture,location_on,novel
dad,put,minnow,hook,location_on,novel
dad,put,minnow,hook,location_on,novel
lad,throw,light,case,location_on,novel
Eir,place,hand,head,location_on,novel
site,take,place,site,location_on,novel
site,take,place,site,location_on,novel
Paris,dismiss,appeal,case,location_on,novel
Manny,take,stand,case,location_on,novel
child,throw,target,picture,location_on,novel
karaga,bear,deity,head,location_on,novel
karaga,bear,deity,head,location_on,novel
heat,burn,hole,hole,location_on,novel
heat,burn,hole,hole,location_on,novel
water,apply,stay,site,location_on,novel
rock,hit,Underhill,rock,location_on,novel
uncle,put,food,uncle,location_on,novel
race,take,place,island,location_on,novel
race,take,place,island,location_on,novel
member,recommend,sentence,case,location_on,novel
Jesuits,work,way,office,location_on,novel
widget,allow,user,site,location_on,novel
widget,allow,user,site,location_on,novel
developer,start,work,site,location_on,novel
Foucault,put,nail,coffin,location_on,novel
street,pound,fist,sidewalk,location_on,novel
Smith,hit,nail,head,location_on,novel
people,leave,coat,closet,location_on,novel
Court,announce,decision,case,location_on,novel
law,allow,exception,case,location_on,novel
woman,load,possession,head,location_on,novel
people,find,pride,flag,location_on,novel
people,find,pride,flag,location_on,novel
Presley,address,viewpoint,flag,location_on,novel
revelation,put,everything,head,location_on,novel
revelation,put,everything,head,location_on,novel
Mitch,put,hand,head,location_on,novel
LoBaido,paint,flag,flag,location_on,novel
Sarmina,tell,lawyer,lawyer,location_on,novel
mod,include,change,head,location_on,novel
Chelsea,place,hand,head,location_on,novel
Yoshizawa,ride,dick,office,location_on,novel
coffin,make,evening,coffin,location_on,novel
coffin,make,evening,coffin,location_on,novel
MCVRC,file,amicus,case,location_on,novel
justice,make,ruling,case,location_on,novel
variability,determine,limit,pattern,location_on,novel
Egypt,carry,load,head,location_on,novel
topic,include,innovation,office,location_on,novel
Reaver,turn,gameplay,head,location_on,novel
book,hit,nail,head,location_on,novel
book,hit,nail,head,location_on,novel
Crown,tell,Court,case,location_on,novel
Crown,tell,Court,case,location_on,novel
sunset,see,bar,island,location_on,novel
scent,block,process,head,location_on,novel
scent,block,process,head,location_on,novel
Association,say,homeowner,island,location_on,novel
Council,break,law,case,location_on,novel
sister,put,thought,head,location_on,novel
sister,put,thought,head,location_on,novel
devotee,break,coconut,head,location_on,novel
identification,require,inspection,site,location_on,novel
aid,demand,victim,ransom,location_out,established
aid,demand,victim,ransom,location_out,established
-PRON-,move,-PRON-,eye,location_out,established
NEVER,move,-PRON-,eye,location_out,established
player,hit,tee,tee,location_out,established
Delinda,take,target,eye,location_out,established
truck,ferry,quarry,truck,location_out,established
protester,block,site,block,location_out,established
product,contain,mine,mine,location_out,established
product,contain,mine,mine,location_out,established
man,take,victim,man,location_out,established
man,take,victim,man,location_out,established
beam,remove,target,beam,location_out,established
Gemfields,understand,-PRON-,-PRON-,location_out,established
film,turn,victim,film,location_out,established
i,preview,site,file,location_out,established
i,convert,site,file,location_out,established
i,use,site,file,location_out,established
test,show,site,oil,location_out,established
difficulty,tear,prey,tear,location_out,established
people,benefit,site,people,location_out,established
gun,shoot,target,gun,location_out,established
kid,get,target,clothe,location_out,established
kid,get,target,clothe,location_out,established
corporation,move,mine,mine,location_out,established
advice,indicate,site,soil,location_out,established
golfer,increase,tee,tee,location_out,established
soldier,peel,victim,soldier,location_out,established
golfer,increase,tee,tee,location_out,established
golfer,increase,tee,tee,location_out,established
campaign,collect,target,stamp,location_out,established
campaign,collect,target,stamp,location_out,established
golfer,increase,tee,tee,location_out,established
golfer,increase,tee,tee,location_out,established
beer,export,mine,mine,location_out,established
golfer,increase,tee,tee,location_out,established
volunteer,remove,shell,volunteer,location_out,established
figure,include,mine,mine,location_out,established
figure,include,mine,mine,location_out,established
group,remove,site,group,location_out,established
Walcott,sell,quarry,quarry,location_out,established
AOL,pull,site,pilot,location_out,established
cage,separate,prey,cage,location_out,established
book,describe,excavation,book,location_out,established
book,describe,excavation,book,location_out,established
Sisu,remove,site,picture,location_out,established
aid,demand,victim,ransom,location_out,established
aid,demand,victim,ransom,location_out,established
-PRON-,move,-PRON-,eye,location_out,established
NEVER,move,-PRON-,eye,location_out,established
player,hit,tee,tee,location_out,established
Delinda,take,target,eye,location_out,established
truck,ferry,quarry,truck,location_out,established
protester,block,site,block,location_out,established
product,contain,mine,mine,location_out,established
product,contain,mine,mine,location_out,established
man,take,victim,man,location_out,established
man,take,victim,man,location_out,established
beam,remove,target,beam,location_out,established
Gemfields,understand,-PRON-,-PRON-,location_out,established
film,turn,victim,film,location_out,established
i,preview,site,file,location_out,established
i,convert,site,file,location_out,established
i,use,site,file,location_out,established
test,show,site,oil,location_out,established
difficulty,tear,prey,tear,location_out,established
people,benefit,site,people,location_out,established
gun,shoot,target,gun,location_out,established
kid,get,target,clothe,location_out,established
kid,get,target,clothe,location_out,established
corporation,move,mine,mine,location_out,established
advice,indicate,site,soil,location_out,established
golfer,increase,tee,tee,location_out,established
soldier,peel,victim,soldier,location_out,established
golfer,increase,tee,tee,location_out,established
golfer,increase,tee,tee,location_out,established
campaign,collect,target,stamp,location_out,established
campaign,collect,target,stamp,location_out,established
golfer,increase,tee,tee,location_out,established
golfer,increase,tee,tee,location_out,established
beer,export,mine,mine,location_out,established
golfer,increase,tee,tee,location_out,established
volunteer,remove,shell,volunteer,location_out,established
figure,include,mine,mine,location_out,established
figure,include,mine,mine,location_out,established
group,remove,site,group,location_out,established
Walcott,sell,quarry,quarry,location_out,established
AOL,pull,site,pilot,location_out,established
cage,separate,prey,cage,location_out,established
book,describe,excavation,book,location_out,established
book,describe,excavation,book,location_out,established
Sisu,remove,site,picture,location_out,established
course,demand,tee,tee,location_out,established
course,demand,tee,tee,location_out,established
Golbat,suck,prey,blood,location_out,established
Golbat,suck,prey,blood,location_out,established
cycle,take,target,cycle,location_out,established
cycle,take,target,cycle,location_out,established
doctor,remove,victim,doctor,location_out,established
doctor,remove,victim,doctor,location_out,established
Warren,use,quarry,quarry,location_out,established
i,see,site,see,location_out,established
Campers,force,site,police,location_out,established
tanker,take,mine,mine,location_out,established
craft,land,target,land,location_out,established
craft,land,target,land,location_out,established
caravan,carry,mine,caravan,location_out,established
program,transplant,site,tree,location_out,established
Council,evict,site,people,location_out,established
eye,meet,-PRON-,eye,location_out,established
interest,make,mine,mine,location_out,established
golfer,increase,tee,tee,location_out,established
man,take,victim,man,location_out,established
man,take,victim,man,location_out,established
people,steal,mine,people,location_out,established
FLSA,ban,mine,child,location_out,established
FLSA,ban,mine,child,location_out,established
dad,come,mine,mine,location_out,established
dad,come,mine,mine,location_out,established
Ericsson,remove,site,book,location_out,established
Tynemouth,sell,mine,coal,location_out,established
party,take,quarry,quarry,location_out,established
party,take,quarry,quarry,location_out,established
wall,produce,site,wall,location_out,established
line,carry,quarry,line,location_out,established
line,carry,quarry,line,location_out,established
beam,cause,target,beam,location_out,established
beam,cause,target,beam,location_out,established
wind,cause,site,wind,location_out,established
wood,hit,tee,iron,location_out,established
hotel,wash,site,blood,location_out,established
hotel,wash,site,blood,location_out,established
ball,influence,tee,ball,location_out,established
Balwan,remove,shell,tail,location_out,established
company,produce,mine,mine,location_out,established
company,produce,mine,mine,location_out,established
people,buy,site,people,location_out,established
i,get,site,patch,location_out,established
player,hit,tee,ball,location_out,established
golfer,hit,tee,ball,location_out,established
golfer,hit,tee,ball,location_out,established
mason,follow,quarry,quarry,location_out,established
people,find,target,people,location_out,established
Moss,find,tee,tee,location_out,established
toddler,smack,tee,tee,location_out,established
toddler,smack,tee,tee,location_out,established
offender,demand,victim,cash,location_out,established
offender,demand,victim,cash,location_out,established
man,hit,tee,man,location_out,established
man,hit,tee,man,location_out,established
golfer,increase,tee,tee,location_out,established
golfer,increase,tee,tee,location_out,established
population,earn,mine,mine,location_out,established
population,earn,mine,mine,location_out,established
beer,export,mine,mine,location_out,established
people,download,site,people,location_out,established
golfer,increase,tee,tee,location_out,established
child,attend,site,child,location_out,established
child,attend,site,child,location_out,established
mechs,utilize,mine,mine,location_out,established
mechs,utilize,mine,mine,location_out,established
official,bar,site,bar,location_out,established
lorraine,use,mine,coal,location_out,established
golfer,increase,tee,tee,location_out,established
Sarah,separate,prey,kitten,location_out,established
Ford,find,tee,tee,location_out,established
Tram,deliver,mine,mine,location_out,established
menu,cover,cod,cover,location_out,established
tent,pitch,-PRON-,-PRON-,location_out,established
tent,pitch,-PRON-,-PRON-,location_out,established
Romans,extract,site,stone,location_out,established
Romans,extract,site,stone,location_out,established
man,carry,quarry,man,location_out,established
Anthony,take,tee,tee,location_out,established
bystander,pull,pod,pod,location_out,established
bystander,pull,pod,pod,location_out,established
division,include,mine,mine,location_out,established
division,include,mine,mine,location_out,established
mother,make,site,mother,location_out,established
population,earn,mine,mine,location_out,established
population,earn,mine,mine,location_out,established
dad,come,mine,mine,location_out,established
dad,come,mine,mine,location_out,established
group,demand,victim,group,location_out,established
group,demand,victim,group,location_out,established
face,come,victim,face,location_out,established
century,separate,-PRON-,-PRON-,location_out,established
official,bar,site,bar,location_out,established
people,use,site,people,location_out,established
water,leak,site,water,location_out,established
girlfriend,get,site,bag,location_out,established
girlfriend,get,site,bag,location_out,established
staff,collect,site,seed,location_out,established
cluster,vary,site,cluster,location_out,established
Casey,drill,target,drill,location_out,established
golfer,drive,tee,tee,location_out,established
muscle,take,-PRON-,foot,location_out,established
flail,separate,husk,husk,location_out,established
flail,separate,husk,husk,location_out,established
golfer,increase,tee,tee,location_out,established
Agency,collect,site,drug,location_out,established
people,buy,site,people,location_out,established
Service,receive,mine,mine,location_out,established
DRC,claim,mine,mine,location_out,established
DRC,claim,mine,mine,location_out,established
Vlasic,find,tee,tee,location_out,established
wave,wrench,prey,wrench,location_out,established
artisan,produce,shell,shell,location_out,established
people,say,mine,people,location_out,established
people,say,mine,people,location_out,established
Broderip,describe,shell,shell,location_out,established
course,demand,tee,tee,location_out,established
course,demand,tee,tee,location_out,established
golfer,increase,tee,tee,location_out,established
police,get,victim,police,location_out,established
room,contain,excavation,room,location_out,established
Ken,take,-PRON-,-PRON-,location_out,established
Davis,hit,tee,ball,location_out,established
player,hit,tee,tee,location_out,established
player,hit,tee,tee,location_out,established
scammer,collect,victim,cash,location_out,established
Carol,pull,-PRON-,mouth,location_out,established
airline,face,victim,face,location_out,established
airline,face,victim,face,location_out,established
Collier,say,mine,mine,location_out,established
researcher,use,site,soil,location_out,established
researcher,use,site,soil,location_out,established
Gabanintha,derive,mine,name,location_out,established
turn,derive,mine,name,location_out,established
Mom,tear,-PRON-,tear,location_out,established
company,acquire,quarry,land,location_out,established
plant,use,quarry,quarry,location_out,established
plant,use,quarry,quarry,location_out,established
injunction,order,site,order,location_out,established
injunction,order,site,order,location_out,established
Gary,say,mine,mine,location_out,established
world,take,mine,mine,location_out,established
priest,draw,victim,priest,location_out,established
posse,follow,site,trail,location_out,established
posse,follow,site,trail,location_out,established
archdiocese,face,victim,face,location_out,established
archdiocese,face,victim,face,location_out,established
offender,put,victim,hand,location_out,established
offender,put,victim,hand,location_out,established
company,extract,mine,mine,location_out,established
people,get,site,people,location_out,established
golfer,increase,tee,tee,location_out,established
company,distribute,quarry,quarry,location_out,established
golfer,increase,tee,tee,location_out,established
Dixie,level,-PRON-,level,location_out,established
golfer,increase,tee,tee,location_out,established
FLSA,ban,mine,child,location_out,established
FLSA,ban,mine,child,location_out,established
Dixie,level,-PRON-,level,location_out,established
wood,hit,tee,iron,location_out,established
wood,hit,tee,iron,location_out,established
golfer,increase,tee,tee,location_out,established
player,play,tee,ball,location_out,established
player,play,tee,ball,location_out,established
wind,cause,site,wind,location_out,established
worker,clear,site,water,location_out,established
wall,enclose,site,wall,location_out,established
wall,enclose,site,wall,location_out,established
wall,use,site,wall,location_out,established
Matt,extract,target,tape,location_out,established
MacDonald,say,mine,mine,location_out,established
truck,ferry,quarry,truck,location_out,established
Phil,take,site,holiday,location_out,established
condensation,blur,-PRON-,face,location_out,established
traffic,earn,victim,thumb,location_out,established
people,accept,site,people,location_out,established
people,use,quarry,people,location_out,established
staff,separate,pod,seed,location_out,established
staff,separate,pod,seed,location_out,established
Madison,handcraft,shell,shell,location_out,established
tactic,get,target,name,location_out,established
tactic,get,target,name,location_out,established
miner,lose,mine,mine,location_out,established
coworker,lift,victim,pipe,location_out,established
golfer,use,tee,tee,location_out,established
command,run,pod,pod,location_out,established
command,run,pod,pod,location_out,established
traffic,earn,victim,thumb,location_out,established
difficulty,tear,prey,tear,location_out,established
golfer,increase,tee,tee,location_out,established
golfer,increase,tee,tee,location_out,established
golfer,increase,tee,tee,location_out,established
hole,demand,tee,hole,location_out,established
hole,demand,tee,hole,location_out,established
player,remove,target,hand,location_out,established
player,remove,target,hand,location_out,established
pasture,use,cod,pasture,location_out,established
line,cross,target,line,location_out,established
line,cross,target,line,location_out,established
system,field,victim,field,location_out,established
man,demand,victim,man,location_out,established
company,make,shell,shell,location_out,established
Willey,define,site,type,location_out,established
material,use,mine,mine,location_out,established
wall,enclose,site,wall,location_out,established
wall,enclose,site,wall,location_out,established
day,carve,site,corner,location_out,established
cloud,include,site,cloud,location_out,established
train,run,mine,mine,location_out,established
Micah,pull,-PRON-,mouth,location_out,established
guard,pull,victim,guard,location_out,established
group,lead,site,group,location_out,established
group,lead,site,group,location_out,established
fire,burn,shell,fire,location_out,established
dad,come,mine,mine,location_out,established
dad,come,mine,mine,location_out,established
a,play,tee,ball,location_out,established
Etruscans,trade,mine,mine,location_out,established
etruscan,trade,mine,mine,location_out,established
award,require,-PRON-,-PRON-,location_out,established
award,require,-PRON-,-PRON-,location_out,established
parent,recycle,site,parent,location_out,established
fly,suck,victim,blood,location_out,established
wich,make,cod,map,location_out,established
Vatican,face,victim,face,location_out,established
Vatican,face,victim,face,location_out,established
project,involve,target,partner,location_out,established
project,involve,target,partner,location_out,established
ball,get,site,ball,location_out,established
ball,get,site,ball,location_out,established
energy,need,mine,mine,location_out,established
energy,need,mine,mine,location_out,established
company,remove,mine,mine,location_out,established
soldier,peel,victim,soldier,location_out,established
people,steal,mine,people,location_out,established
fleet,bring,mine,mine,location_out,established
ship,bring,mine,ship,location_out,established
father,bring,mine,father,location_out,established
father,bring,mine,father,location_out,established
golfer,increase,tee,tee,location_out,established
Potter,find,tee,tee,location_out,established
golfer,increase,tee,tee,location_out,established
golfer,increase,tee,tee,location_out,established
man,demand,victim,man,location_out,established
Zouaghi,head,target,head,location_out,established
group,prepare,site,group,location_out,established
child,obtain,site,child,location_out,established
volume,cover,excavation,cover,location_out,established
volume,cover,excavation,cover,location_out,established
Naudia,pull,mine,mine,location_out,established
group,meet,site,group,location_out,established
truck,ferry,quarry,truck,location_out,established
fairway,need,tee,tee,location_out,established
Ellis,find,tee,tee,location_out,established
Pons,trace,site,line,location_out,established
wall,enclose,site,wall,location_out,established
wall,enclose,site,wall,location_out,established
golfer,get,tee,ball,location_out,established
golfer,get,tee,ball,location_out,established
golfer,increase,tee,tee,location_out,established
truck,move,site,truck,location_out,established
Jews,let,victim,blood,location_out,established
Jenny,loosen,-PRON-,finger,location_out,established
line,carry,site,line,location_out,established
Hannah,find,tee,tee,location_out,established
DiMichele,take,-PRON-,-PRON-,location_out,established
Chris,release,-PRON-,-PRON-,location_out,established
descendent,hold,-PRON-,-PRON-,location_out,established
official,know,mine,dust,location_out,established
government,withdraw,mine,police,location_out,established
government,withdraw,mine,police,location_out,established
law,resume,mine,mine,location_out,established
Prendergast,keep,target,ball,location_out,established
œthey,suck,victim,blood,location_out,established
inspector,observe,mine,mine,location_out,established
beer,export,mine,mine,location_out,established
Albert,follow,mine,father,location_out,established
Schwartzel,whack,tee,ball,location_out,established
School,serve,target,child,location_out,established
induction,tear,-PRON-,tear,location_out,established
induction,tear,-PRON-,tear,location_out,established
Rokomari.com,withdraw,site,book,location_out,established
golfer,increase,tee,tee,location_out,established
subject,demand,victim,baby,location_out,established
subject,demand,victim,baby,location_out,established
fairway,transport,tee,tee,location_out,established
leg,leave,tee,dog,location_out,established
leg,leave,tee,dog,location_out,established
golfer,increase,tee,tee,location_out,established
golfer,increase,tee,tee,location_out,established
golfer,increase,tee,tee,location_out,established
suspect,order,victim,order,location_out,established
suspect,order,victim,order,location_out,established
beer,export,mine,mine,location_out,established
people,buy,site,people,location_out,established
police,ensure,victim,police,location_out,established
mine,build,mine,mine,location_out,established
company,plan,mine,mine,location_out,established
company,plan,mine,mine,location_out,established
Romans,extract,site,stone,location_out,established
Romans,extract,site,stone,location_out,established
chart,display,target,chart,location_out,established
juice,fill,site,juice,location_out,established
EMT,take,victim,tag,location_out,established
EMT,take,victim,tag,location_out,established
official,say,mine,water,location_out,established
package,cover,site,package,location_out,established
Chris,tear,-PRON-,tear,location_out,established
golfer,hit,tee,ball,location_out,established
authority,clear,site,people,location_out,established
Wangchuk,distribute,site,earth,location_out,established
people,buy,site,people,location_out,established
someone,unfasten,shell,shell,location_out,established
police,receive,victim,police,location_out,established
